epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6368627548217773,0.6640624403953552,1e-04,0.6770642399787903,0.6283568739891052
1,0.6650980114936829,0.6391066908836365,1e-04,0.6770642399787903,0.6351035237312317
2,0.6690195798873901,0.6515899300575256,1e-04,0.6770642399787903,0.6320084929466248
3,0.6674509644508362,0.6308874487876892,1e-04,0.6715596318244934,0.6623175740242004
4,0.6784313917160034,0.6350332498550415,5e-05,0.6642201542854309,0.6637606024742126
5,0.6713725328445435,0.6355019807815552,5e-05,0.6788991093635559,0.6555505990982056
